Year,State,Housing_Prices_Quarter,Community_Spending,Unexpected_Housing_Spending,Govt_Direct_Expenditure,Property_Rights,Number_Interest_Groups,No_Discrimination_Laws,Private_Fair_Housing,Public_Fair_Housing,Urban_Fair_Housing,Banned_Discrimination_Public_Housing,Banned_Discrimination_Private_Housing,Legislation_Public_Housing,Rent_Control,State_Aid_Allowed,Federal_Aid_Allowed,Prohibit_Rent_Control
1965-01-01,MT,0.571525,0.00035791419496166484,-0.001829549090909091,0.625328587075575,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1966-01-01,MT,0.571525,0.00030151709748083244,-0.0019820195454545455,0.5601642935377875,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1967-01-01,MT,0.571525,0.00024512,-0.00213449,0.495,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1968-01-01,MT,0.571525,0.0005575927820372399,-0.0019391270481927713,1.4696659364731657,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1969-01-01,MT,0.571525,0.0008709216538882803,-0.001743228855421687,2.447002190580504,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1970-01-01,MT,0.571525,0.0011833944359255202,-0.0015478659036144578,3.4216681270536697,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1971-01-01,MT,0.571525,0.0014958672179627602,-0.0013525029518072292,4.396334063526835,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1972-01-01,MT,0.571525,0.00180834,-0.00115714,5.371,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1973-01-01,MT,0.571525,0.0015068237110016421,-0.0015194759934318556,4.595929392446634,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1974-01-01,MT,0.571525,0.0012061312370005473,-0.0018808219978106184,3.822976464148878,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1975-01-01,MT,0.571525,0.0009054387629994527,-0.0022421680021893816,3.050023535851122,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1976-01-01,MT,0.6285,0.000604746288998358,-0.0026035140065681444,2.2770706075533664,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1977-01-01,MT,0.73475,0.00030323,-0.00296585,1.502,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1978-01-01,MT,0.894025,0.00055927,-0.00278503,3.159,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1979-01-01,MT,0.982575,0.00062588,-0.00234651,3.978,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1980-01-01,MT,0.997725,0.00074465,-0.00253122,5.103,0.022930963,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1981-01-01,MT,1.024375,0.0009692,-0.00204087,7.449,0.022930963,14.99808376676704,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1982-01-01,MT,1.06675,0.00284333,0.00054712,23.695,0.022930963,13.998905009581167,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1983-01-01,MT,1.074825,0.0012845,-0.00109425,11.577,0.022930963,12.999726252395291,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1984-01-01,MT,1.178075,0.00254882,-1.179e-05,23.671,0.022930963,12.000547495209418,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1985-01-01,MT,1.147225,0.00326868,0.00044461,31.874,0.022930963,10.998631261976458,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1986-01-01,MT,1.153025,0.00335508,0.00046781,33.371,0.022930963,9.999452504790582,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1987-01-01,MT,1.098375,0.00295441,7.251e-05,30.399,0.022930963,9.000273747604709,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1988-01-01,MT,1.1142,0.00216008,-0.0007381,22.692,0.022930963,8.001094990418835,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1989-01-01,MT,1.13145,0.00339225,0.00054098,38.294,0.022930963,6.9991787571858755,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1990-01-01,MT,1.181725,0.00364729,0.0009217,44.185,0.022930963,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1991-01-01,MT,1.2478,0.00383595,0.00096209,49.04,0.022930963,6.2854908095424324,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1992-01-01,MT,1.366025,0.00326418,0.00028442,44.753,0.022930963,6.570981619084865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1993-01-01,MT,1.5047,0.00336662,0.00042746,49.525,0.022930963,6.857254595228784,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1994-01-01,MT,1.66435,0.00359909,0.00056711,55.329,0.022930963,7.142745404771216,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1995-01-01,MT,1.77625,0.00373246,0.00061428,60.133,0.022930963,7.428236214313649,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1996-01-01,MT,1.866425,0.00324173,3.38e-05,54.722,0.022930963,7.713727023856081,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1997-01-01,MT,1.92355,0.00393136,0.00087788,69.369,0.022930963,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1998-01-01,MT,1.990425,0.00302842,-0.00012489,56.611,0.022930963,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1999-01-01,MT,2.039225,0.00303252,-0.00025708,59.752,0.022930963,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2000-01-01,MT,2.116475,0.0030386,-0.00025349,62.331,0.022930963,4.374058863791923,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2001-01-01,MT,2.2387,0.0033351451162790696,-0.00010993889192886458,72.33016005471957,0.022930963,5.751882272416154,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2002-01-01,MT,2.363875,0.00363088,3.322e-05,82.302,0.022930963,7.125941136208077,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2003-01-01,MT,2.517325,0.003732915,4.0095e-05,89.79150000000001,0.022930963,8.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2004-01-01,MT,2.766275,0.00383495,4.697e-05,97.281,0.022930963,9.874058863791923,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2005-01-01,MT,3.10995,0.00394132,5.876e-05,105.797,0.022930963,11.251882272416154,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2006-01-01,MT,3.4667,0.00371473,0.00010765,107.247,0.022930963,12.625941136208077,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2007-01-01,MT,3.713125,0.00329219,-5.612e-05,102.37,0.022930963,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2008-01-01,MT,3.76735,0.00318103,-8.949e-05,105.755,0.023652740264021886,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2009-01-01,MT,3.698875,0.00333631,-0.00022857,111.716,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2010-01-01,MT,3.559875,0.0049782,0.00085948,166.995,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2011-01-01,MT,3.465875,0.00411995,0.00031956,146.207,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2012-01-01,MT,3.465875,0.00298379,-0.00036843,113.499,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-01-01,MT,3.465875,0.0028682,-0.00027256,114.263,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-01-01,MT,3.465875,0.00278164,-0.00047635,113.184,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2016-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2017-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020-01-01,MT,3.465875,0.0029142,-7.912e-05,124.951,0.024376495,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1900-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1901-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1902-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1903-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1904-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1905-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1906-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1907-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1908-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1909-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1910-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1911-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1912-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1913-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1914-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1915-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1916-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1917-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1918-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1919-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1920-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1921-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1922-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1923-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1924-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1925-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1926-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1927-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1928-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1929-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1930-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1931-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1932-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1933-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1934-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1935-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1936-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1937-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1938-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1939-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1940-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1941-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1942-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1943-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1944-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1945-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1946-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1947-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1948-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1949-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1950-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1951-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1952-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1953-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1954-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1955-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1956-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1957-01-01,NC,0.681125,0.00067061,-0.00048797,4.326,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1958-01-01,NC,0.681125,0.0009480319879518073,-0.00021935718510405258,6.925775465498356,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1959-01-01,NC,0.681125,0.0012254539759036145,4.925562979189485e-05,9.525550930996713,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1960-01-01,NC,0.681125,0.001502875963855422,0.0003178684446878422,12.12532639649507,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1961-01-01,NC,0.681125,0.001781058012048193,0.0005872171851040525,14.732224534501643,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1962-01-01,NC,0.681125,0.00205848,0.00085583,17.332,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1963-01-01,NC,0.681125,0.0021380943756845565,0.0008794070810514787,19.95256407447974,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1964-01-01,NC,0.681125,0.002217708751369113,0.0009029841621029573,22.573128148959476,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1965-01-01,NC,0.681125,0.0022975412486308873,0.0009266258378970427,25.200871851040525,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1966-01-01,NC,0.681125,0.0023771556243154437,0.0009502029189485214,27.821435925520262,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1967-01-01,NC,0.681125,0.00245677,0.00097378,30.442,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1968-01-01,NC,0.681125,0.0028279466155531215,0.0012850094633077766,41.56510514786419,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1969-01-01,NC,0.681125,0.0032001401533406355,0.0015970916100766703,52.718684556407446,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1970-01-01,NC,0.681125,0.003571316768893757,0.0019083210733844467,63.841789704271626,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1971-01-01,NC,0.681125,0.003942493384446879,0.0022195505366922235,74.96489485213581,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1972-01-01,NC,0.681125,0.00431367,0.00253078,86.088,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1973-01-01,NC,0.681125,0.003966064154351396,0.0020396388505747125,86.04052216748768,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1974-01-01,NC,0.681125,0.0036194080514504656,0.0015498396168582376,85.99317405582923,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1975-01-01,NC,0.681125,0.003272751948549535,0.0010600403831417624,85.94582594417076,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1976-01-01,NC,0.700975,0.002926095845648604,0.0005702411494252872,85.89847783251231,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1977-01-01,NC,0.7623,0.00257849,7.91e-05,85.851,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1978-01-01,NC,0.848025,0.00244381,0.00011853,90.91,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1979-01-01,NC,0.93695,0.00304243,0.00072186,126.507,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1980-01-01,NC,1.003775,0.00355413,0.0012502,163.271,0.022549199,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1981-01-01,NC,1.054275,0.00358077,0.00143339,186.376,0.022549199,18.398850260060225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1982-01-01,NC,1.091175,0.00339788,0.00154174,194.95,0.022549199,17.7993430057487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1983-01-01,NC,1.13185,0.00376662,0.00190363,230.49,0.022549199,17.199835751437174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1984-01-01,NC,1.21385,0.00293696,0.00117529,201.199,0.022549199,16.600328497125652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1985-01-01,NC,1.309825,0.00319189,0.00144669,242.099,0.022549199,15.999178757185875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1986-01-01,NC,1.39085,0.0028179,0.00110979,230.29,0.022549199,15.39967150287435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1987-01-01,NC,1.475675,0.00251221,0.00093315,220.585,0.022549199,14.800164248562826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1988-01-01,NC,1.537175,0.0026285,0.0011067,250.855,0.022549199,14.2006569942513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1989-01-01,NC,1.582425,0.00261467,0.00104151,274.331,0.022549199,13.599507254311526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1990-01-01,NC,1.61565,0.00249991,0.00092441,281.913,0.022549199,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1991-01-01,NC,1.649625,0.00260433,0.00089481,305.486,0.022549199,12.714509190457568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1992-01-01,NC,1.697975,0.00239982,0.00055746,303.466,0.022549199,12.429018380915135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1993-01-01,NC,1.742675,0.00234526,0.00042787,319.399,0.022549199,12.142745404771215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1994-01-01,NC,1.81925,0.00229735,0.00027993,332.938,0.022549199,11.857254595228785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1995-01-01,NC,1.906625,0.00257105,0.00059246,398.669,0.022549199,11.57176378568635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1996-01-01,NC,1.996025,0.00223722,0.00029304,370.899,0.022549199,11.286272976143918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1997-01-01,NC,2.092225,0.00221848,0.00019776,395.166,0.022549199,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1998-01-01,NC,2.19815,0.00228627,0.00030402,437.44,0.022549199,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
